# TA_all_positions_ITRF00.csv
# All Telescope Array positions in WGS84/ITRF00
# ENU coordinates relative to CLF ground origin (ITRF00)
#   Origin: lat=39.296917698, lon=-112.908732386, h=1370.017 m
#
# outlier=1: flagged for review
# sigma_h, sigma_horizontal: estimated uncertainties (m)
#
category,site,name,latitude,longitude,h_itrf00,sigma_h,east_clf,north_clf,up_clf,sigma_horizontal,frame,source,outlier,notes
Surface Detector,TA SD,TA_1726,39.400000,-112.842000,1385.028000,1.000000,5748.800000,11475.100000,15.000000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.7m
Surface Detector,TA SD,TA_1727,39.411000,-112.842000,1388.252000,1.000000,5748.800000,12699.600000,18.200000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.5m
Surface Detector,TA SD,TA_1728,39.422000,-112.842000,1399.367000,1.000000,5748.800000,13924.100000,29.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.1m
Surface Detector,TA SD,TA_1801,39.130000,-112.829000,1373.319000,1.000000,6868.700000,-18581.200000,3.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.7m
Surface Detector,TA SD,TA_1802,39.141000,-112.829000,1371.754000,1.000000,6868.700000,-17356.700000,1.700000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.8m
Surface Detector,TA SD,TA_1803,39.151000,-112.829000,1371.239000,1.000000,6868.700000,-16243.500000,1.200000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.5m
Surface Detector,TA SD,TA_1804,39.162000,-112.829000,1367.247000,1.000000,6868.700000,-15019.000000,-2.800000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.8m
Surface Detector,TA SD,TA_1805,39.173000,-112.829000,1369.345000,1.000000,6868.700000,-13794.500000,-0.700000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.1m
Surface Detector,TA SD,TA_1806,39.181000,-112.825000,1368.431000,1.000000,7213.300000,-12903.900000,-1.600000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.2m
Surface Detector,TA SD,TA_1807,39.195000,-112.829000,1371.167000,1.000000,6868.700000,-11345.400000,1.100000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.3m
Surface Detector,TA SD,TA_1808,39.206000,-112.829000,1370.088000,1.000000,6868.700000,-10120.900000,0.100000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.8m
Surface Detector,TA SD,TA_1809,39.216000,-112.829000,1370.599000,1.000000,6868.700000,-9007.700000,0.600000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.1m
Surface Detector,TA SD,TA_1810,39.227000,-112.829000,1371.299000,1.000000,6868.700000,-7783.200000,1.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.1m
Surface Detector,TA SD,TA_1811,39.238000,-112.829000,1370.249000,1.000000,6868.700000,-6558.700000,0.200000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.7m
Surface Detector,TA SD,TA_1812,39.251000,-112.831000,1370.459000,1.000000,6696.400000,-5111.500000,0.400000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.7m
Surface Detector,TA SD,TA_1813,39.260000,-112.829000,1369.716000,1.000000,6868.700000,-4109.700000,-0.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.7m
Surface Detector,TA SD,TA_1814,39.270000,-112.829000,1369.744000,1.000000,6868.700000,-2996.500000,-0.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.6m
Surface Detector,TA SD,TA_1815,39.281000,-112.829000,1369.782000,1.000000,6868.700000,-1772.000000,-0.200000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.6m
Surface Detector,TA SD,TA_1816,39.292000,-112.829000,1370.758000,1.000000,6868.700000,-547.400000,0.700000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.3m
Surface Detector,TA SD,TA_1817,39.303000,-112.829000,1371.986000,1.000000,6868.700000,677.100000,2.000000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.8m
Surface Detector,TA SD,TA_1818,39.314000,-112.829000,1371.614000,1.000000,6868.700000,1901.600000,1.600000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.7m
Surface Detector,TA SD,TA_1819,39.325000,-112.828000,1371.535000,1.000000,6954.900000,3126.100000,1.500000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.1m
Surface Detector,TA SD,TA_1820,39.335000,-112.828000,1372.097000,1.000000,6954.900000,4239.300000,2.100000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.3m
Surface Detector,TA SD,TA_1821,39.347000,-112.829000,1371.314000,1.000000,6868.700000,5575.100000,1.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.2m
Surface Detector,TA SD,TA_1822,39.356000,-112.829000,1371.729000,1.000000,6868.700000,6577.000000,1.700000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.4m
Surface Detector,TA SD,TA_1823,39.367000,-112.828000,1371.348000,1.000000,6954.900000,7801.500000,1.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.9m
Surface Detector,TA SD,TA_1824,39.379000,-112.828000,1374.009000,1.000000,6954.900000,9137.400000,4.000000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.3m
Surface Detector,TA SD,TA_1825,39.390000,-112.828000,1377.951000,1.000000,6954.900000,10361.900000,7.900000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.5m
Surface Detector,TA SD,TA_1826,39.400000,-112.828000,1383.913000,1.000000,6954.900000,11475.100000,13.900000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.1m
Surface Detector,TA SD,TA_1827,39.411000,-112.828000,1382.015000,1.000000,6954.900000,12699.600000,12.000000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.8m
Surface Detector,TA SD,TA_1828,39.422000,-112.828000,1380.577000,1.000000,6954.900000,13924.100000,10.600000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.8m
Surface Detector,TA SD,TA_1902,39.141000,-112.815000,1372.816000,1.000000,8074.800000,-17356.700000,2.800000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.1m
Surface Detector,TA SD,TA_1903,39.151000,-112.815000,1371.932000,1.000000,8074.800000,-16243.500000,1.900000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=7.0m
Surface Detector,TA SD,TA_1904,39.162000,-112.815000,1367.219000,1.000000,8074.800000,-15019.000000,-2.800000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=7.1m
Surface Detector,TA SD,TA_1905,39.174000,-112.815000,1371.779000,1.000000,8074.800000,-13683.100000,1.800000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.0m
Surface Detector,TA SD,TA_1906,39.184000,-112.815000,1369.620000,1.000000,8074.800000,-12569.900000,-0.400000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.6m
Surface Detector,TA SD,TA_1907,39.195000,-112.815000,1370.422000,1.000000,8074.800000,-11345.400000,0.400000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=3.5m
Surface Detector,TA SD,TA_1908,39.205000,-112.814000,1369.584000,1.000000,8160.900000,-10232.200000,-0.400000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.1m
Surface Detector,TA SD,TA_1909,39.216000,-112.815000,1371.196000,1.000000,8074.800000,-9007.700000,1.200000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.2m
Surface Detector,TA SD,TA_1910,39.227000,-112.815000,1370.908000,1.000000,8074.800000,-7783.200000,0.900000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=7.4m
Surface Detector,TA SD,TA_1911,39.238000,-112.815000,1371.399000,1.000000,8074.800000,-6558.700000,1.400000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.1m
Surface Detector,TA SD,TA_1912,39.249000,-112.814000,1371.039000,1.000000,8160.900000,-5334.200000,1.000000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.0m
Surface Detector,TA SD,TA_1913,39.260000,-112.815000,1370.978000,1.000000,8074.800000,-4109.700000,1.000000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.4m
Surface Detector,TA SD,TA_1914,39.271000,-112.815000,1369.747000,1.000000,8074.800000,-2885.100000,-0.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.8m
Surface Detector,TA SD,TA_1915,39.281000,-112.815000,1371.255000,1.000000,8074.800000,-1772.000000,1.200000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.9m
Surface Detector,TA SD,TA_1916,39.292000,-112.815000,1370.673000,1.000000,8074.800000,-547.400000,0.700000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.7m
Surface Detector,TA SD,TA_1917,39.303000,-112.815000,1371.270000,1.000000,8074.800000,677.100000,1.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.7m
Surface Detector,TA SD,TA_1918,39.314000,-112.815000,1372.180000,1.000000,8074.800000,1901.600000,2.200000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.8m
Surface Detector,TA SD,TA_1919,39.324000,-112.815000,1371.561000,1.000000,8074.800000,3014.800000,1.500000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.7m
Surface Detector,TA SD,TA_1920,39.335000,-112.815000,1372.003000,1.000000,8074.800000,4239.300000,2.000000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.6m
Surface Detector,TA SD,TA_1921,39.346000,-112.814000,1373.079000,1.000000,8160.900000,5463.800000,3.100000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.9m
Surface Detector,TA SD,TA_1922,39.357000,-112.814000,1371.836000,1.000000,8160.900000,6688.300000,1.800000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.1m
Surface Detector,TA SD,TA_1923,39.368000,-112.815000,1371.955000,1.000000,8074.800000,7912.800000,1.900000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.3m
Surface Detector,TA SD,TA_1924,39.379000,-112.814000,1371.865000,1.000000,8160.900000,9137.400000,1.800000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.5m
Surface Detector,TA SD,TA_1925,39.389000,-112.815000,1372.965000,1.000000,8074.800000,10250.600000,2.900000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.7m
Surface Detector,TA SD,TA_1926,39.400000,-112.814000,1377.667000,1.000000,8160.900000,11475.100000,7.600000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.6m
Surface Detector,TA SD,TA_1927,39.411000,-112.814000,1376.658000,1.000000,8160.900000,12699.600000,6.600000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.1m
Surface Detector,TA SD,TA_2004,39.162000,-112.801000,1371.422000,1.000000,9280.900000,-15019.000000,1.400000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.9m
Surface Detector,TA SD,TA_2005,39.173000,-112.801000,1371.143000,1.000000,9280.900000,-13794.500000,1.100000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.7m
Surface Detector,TA SD,TA_2006,39.184000,-112.801000,1369.035000,1.000000,9280.900000,-12569.900000,-1.000000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.2m
Surface Detector,TA SD,TA_2007,39.195000,-112.801000,1370.467000,1.000000,9280.900000,-11345.400000,0.500000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=3.4m
Surface Detector,TA SD,TA_2008,39.205000,-112.801000,1370.350000,1.000000,9280.900000,-10232.200000,0.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=3.7m
Surface Detector,TA SD,TA_2009,39.216000,-112.801000,1369.893000,1.000000,9280.900000,-9007.700000,-0.100000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.8m
Surface Detector,TA SD,TA_2010,39.227000,-112.801000,1369.706000,1.000000,9280.900000,-7783.200000,-0.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.1m
Surface Detector,TA SD,TA_2011,39.238000,-112.801000,1370.378000,1.000000,9280.900000,-6558.700000,0.400000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.9m
Surface Detector,TA SD,TA_2012,39.249000,-112.801000,1371.048000,1.000000,9280.900000,-5334.200000,1.000000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.0m
Surface Detector,TA SD,TA_2013,39.258000,-112.801000,1371.237000,1.000000,9280.900000,-4332.300000,1.200000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.5m
Surface Detector,TA SD,TA_2014,39.271000,-112.801000,1373.978000,1.000000,9280.900000,-2885.100000,4.000000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.5m
Surface Detector,TA SD,TA_2015,39.281000,-112.801000,1371.317000,1.000000,9280.900000,-1772.000000,1.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.6m
Surface Detector,TA SD,TA_2016,39.292000,-112.801000,1372.205000,1.000000,9280.900000,-547.400000,2.200000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.4m
Surface Detector,TA SD,TA_2017,39.303000,-112.801000,1371.273000,1.000000,9280.900000,677.100000,1.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.2m
Surface Detector,TA SD,TA_2018,39.314000,-112.801000,1372.484000,1.000000,9280.900000,1901.600000,2.500000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.4m
Surface Detector,TA SD,TA_2019,39.325000,-112.801000,1372.696000,1.000000,9280.900000,3126.100000,2.700000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.0m
Surface Detector,TA SD,TA_2020,39.335000,-112.801000,1372.569000,1.000000,9280.900000,4239.300000,2.600000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.9m
Surface Detector,TA SD,TA_2021,39.346000,-112.800000,1373.404000,1.000000,9367.000000,5463.800000,3.400000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.3m
Surface Detector,TA SD,TA_2022,39.356000,-112.801000,1373.220000,1.000000,9280.900000,6577.000000,3.200000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.6m
Surface Detector,TA SD,TA_2023,39.368000,-112.801000,1373.491000,1.000000,9280.900000,7912.800000,3.500000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.8m
Surface Detector,TA SD,TA_2024,39.379000,-112.801000,1374.610000,1.000000,9280.900000,9137.400000,4.600000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.6m
Surface Detector,TA SD,TA_2025,39.390000,-112.801000,1374.421000,1.000000,9280.900000,10361.900000,4.400000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.2m
Surface Detector,TA SD,TA_205,39.173000,-113.051000,1435.714000,1.000000,-12256.000000,-13794.500000,65.700000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.5m
Surface Detector,TA SD,TA_206,39.185000,-113.050000,1457.975000,1.000000,-12169.800000,-12458.600000,88.000000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.0m
Surface Detector,TA SD,TA_207,39.195000,-113.051000,1455.281000,1.000000,-12256.000000,-11345.400000,85.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.4m
Surface Detector,TA SD,TA_208,39.206000,-113.051000,1456.187000,1.000000,-12256.000000,-10120.900000,86.200000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.3m
Surface Detector,TA SD,TA_209,39.217000,-113.051000,1447.482000,1.000000,-12256.000000,-8896.400000,77.500000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.4m
Surface Detector,TA SD,TA_210,39.227000,-113.051000,1439.155000,1.000000,-12256.000000,-7783.200000,69.100000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.3m
Surface Detector,TA SD,TA_2105,39.173000,-112.787000,1369.035000,1.000000,10486.900000,-13794.500000,-1.000000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.9m
Surface Detector,TA SD,TA_2106,39.184000,-112.787000,1368.748000,1.000000,10486.900000,-12569.900000,-1.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.4m
Surface Detector,TA SD,TA_2107,39.195000,-112.787000,1368.862000,1.000000,10486.900000,-11345.400000,-1.200000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.3m
Surface Detector,TA SD,TA_2108,39.205000,-112.787000,1371.176000,1.000000,10486.900000,-10232.200000,1.200000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.3m
Surface Detector,TA SD,TA_2109,39.216000,-112.787000,1371.190000,1.000000,10486.900000,-9007.700000,1.200000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.3m
Surface Detector,TA SD,TA_211,39.238000,-113.051000,1437.177000,1.000000,-12256.000000,-6558.700000,67.200000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.8m
Surface Detector,TA SD,TA_2110,39.227000,-112.787000,1369.762000,1.000000,10486.900000,-7783.200000,-0.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.1m
Surface Detector,TA SD,TA_2111,39.238000,-112.787000,1371.674000,1.000000,10486.900000,-6558.700000,1.700000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.9m
Surface Detector,TA SD,TA_2112,39.249000,-112.787000,1372.255000,1.000000,10486.900000,-5334.200000,2.200000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.5m
Surface Detector,TA SD,TA_2113,39.260000,-112.787000,1372.155000,1.000000,10486.900000,-4109.700000,2.100000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.7m
Surface Detector,TA SD,TA_2114,39.270000,-112.787000,1369.755000,1.000000,10486.900000,-2996.500000,-0.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.3m
Surface Detector,TA SD,TA_2115,39.281000,-112.788000,1371.695000,1.000000,10400.800000,-1772.000000,1.700000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.7m
Surface Detector,TA SD,TA_2116,39.292000,-112.787000,1371.234000,1.000000,10486.900000,-547.400000,1.200000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.0m
Surface Detector,TA SD,TA_2117,39.303000,-112.787000,1371.843000,1.000000,10486.900000,677.100000,1.800000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.7m
Surface Detector,TA SD,TA_2118,39.314000,-112.787000,1372.924000,1.000000,10486.900000,1901.600000,2.900000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.8m
Surface Detector,TA SD,TA_2119,39.325000,-112.787000,1371.396000,1.000000,10486.900000,3126.100000,1.400000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=7.0m
Surface Detector,TA SD,TA_212,39.249000,-113.051000,1438.509000,1.000000,-12256.000000,-5334.200000,68.500000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.4m
Surface Detector,TA SD,TA_2120,39.335000,-112.787000,1372.671000,1.000000,10486.900000,4239.300000,2.700000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.7m
Surface Detector,TA SD,TA_2121,39.346000,-112.787000,1373.645000,1.000000,10486.900000,5463.800000,3.600000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.5m
Surface Detector,TA SD,TA_2122,39.357000,-112.786000,1374.364000,1.000000,10573.100000,6688.300000,4.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.6m
Surface Detector,TA SD,TA_2123,39.367000,-112.785000,1375.742000,1.000000,10659.200000,7801.500000,5.700000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.9m
Surface Detector,TA SD,TA_213,39.260000,-113.051000,1444.151000,1.000000,-12256.000000,-4109.700000,74.100000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.2m
Surface Detector,TA SD,TA_214,39.271000,-113.051000,1441.434000,1.000000,-12256.000000,-2885.100000,71.400000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.1m
Surface Detector,TA SD,TA_215,39.281000,-113.051000,1449.909000,1.000000,-12256.000000,-1772.000000,79.900000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.5m
Surface Detector,TA SD,TA_216,39.292000,-113.051000,1483.178000,1.000000,-12256.000000,-547.400000,113.200000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.4m
Surface Detector,TA SD,TA_217,39.303000,-113.051000,1550.435000,1.000000,-12256.000000,677.100000,180.400000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.5m
Surface Detector,TA SD,TA_2206,39.184000,-112.773000,1377.504000,1.000000,11693.000000,-12569.900000,7.500000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.0m
Surface Detector,TA SD,TA_2207,39.195000,-112.772000,1438.732000,1.000000,11779.100000,-11345.400000,68.700000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.1m
Surface Detector,TA SD,TA_2208,39.203000,-112.772000,1453.174000,1.000000,11779.100000,-10454.900000,83.200000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.5m
Surface Detector,TA SD,TA_2209,39.216000,-112.773000,1372.928000,1.000000,11693.000000,-9007.700000,2.900000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.0m
Surface Detector,TA SD,TA_2210,39.227000,-112.773000,1370.749000,1.000000,11693.000000,-7783.200000,0.700000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.8m
Surface Detector,TA SD,TA_2211,39.238000,-112.773000,1371.210000,1.000000,11693.000000,-6558.700000,1.200000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.8m
Surface Detector,TA SD,TA_2212,39.249000,-112.775000,1371.482000,1.000000,11520.700000,-5334.200000,1.500000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.1m
Surface Detector,TA SD,TA_2213,39.260000,-112.773000,1372.582000,1.000000,11693.000000,-4109.700000,2.600000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.3m
Surface Detector,TA SD,TA_2214,39.270000,-112.773000,1371.403000,1.000000,11693.000000,-2996.500000,1.400000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.4m
Surface Detector,TA SD,TA_2215,39.281000,-112.772000,1372.743000,1.000000,11779.100000,-1772.000000,2.700000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.5m
Surface Detector,TA SD,TA_2216,39.292000,-112.773000,1372.343000,1.000000,11693.000000,-547.400000,2.300000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.4m
Surface Detector,TA SD,TA_2217,39.303000,-112.773000,1372.573000,1.000000,11693.000000,677.100000,2.600000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.8m
Surface Detector,TA SD,TA_2218,39.314000,-112.773000,1372.884000,1.000000,11693.000000,1901.600000,2.900000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.8m
Surface Detector,TA SD,TA_2219,39.324000,-112.773000,1372.797000,1.000000,11693.000000,3014.800000,2.800000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.1m
Surface Detector,TA SD,TA_2220,39.335000,-112.773000,1375.591000,1.000000,11693.000000,4239.300000,5.600000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=3.5m
Surface Detector,TA SD,TA_2307,39.195000,-112.759000,1440.151000,1.000000,12899.000000,-11345.400000,70.100000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.0m
Surface Detector,TA SD,TA_2308,39.205000,-112.759000,1442.137000,1.000000,12899.000000,-10232.200000,72.100000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.9m
Surface Detector,TA SD,TA_2309,39.217000,-112.761000,1486.509000,1.000000,12726.700000,-8896.400000,116.500000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=4.5m
Surface Detector,TA SD,TA_2310,39.228000,-112.760000,1379.080000,1.000000,12812.900000,-7671.900000,9.100000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.9m
Surface Detector,TA SD,TA_2311,39.238000,-112.759000,1371.759000,1.000000,12899.000000,-6558.700000,1.700000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.9m
Surface Detector,TA SD,TA_2312,39.249000,-112.756000,1375.469000,1.000000,13157.500000,-5334.200000,5.500000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=6.7m
Surface Detector,TA SD,TA_2313,39.260000,-112.759000,1375.940000,1.000000,12899.000000,-4109.700000,5.900000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.5m
Surface Detector,TA SD,TA_2314,39.270000,-112.759000,1371.111000,1.000000,12899.000000,-2996.500000,1.100000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.6m
Surface Detector,TA SD,TA_2315,39.281000,-112.759000,1371.252000,1.000000,12899.000000,-1772.000000,1.200000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.8m
Surface Detector,TA SD,TA_2316,39.292000,-112.759000,1371.932000,1.000000,12899.000000,-547.400000,1.900000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.7m
Surface Detector,TA SD,TA_2317,39.303000,-112.759000,1372.673000,1.000000,12899.000000,677.100000,2.700000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=5.6m
Surface Detector,TA SD,TA_2408,39.205000,-112.745000,1430.793000,1.000000,14105.100000,-10232.200000,60.800000,2.000000,ITRF00 (corrected),DEM+geoid+frame correction,0,iono_residual=7.0m
