# SD_corrected_positions.csv
# Corrected SD positions in WGS84/ITRF, consistent with FD telescope positions
# Generated from TA_TALE_TAx4 GPS & NED.xlsx (Kido/Okuda analysis)
#
# Height correction: h_itrf = H_NED + N_geoid + h_antenna - 0.73
#   H_NED:      USGS NED orthometric height (NAVD88)
#   N_geoid:    GEOID12B undulation (NAD83 ellipsoid to NAVD88 geoid)
#   h_antenna:  SD GPS antenna height above ground (0.89 m)
#   -0.73:      NAD83 to WGS84/ITRF frame correction
#
# Horizontal coordinates: from Motorola Oncore GPS (WGS84, minimal iono effect)
# Vertical coordinate:    from NED + geoid (avoids ~5.3 m L1 ionospheric bias)
#
# outlier: 1 = outside IQR fences, likely DEM interpolation error on slopes
# iono_residual: h_gps - h_itrf (measures ionospheric height bias per station)
#
array,site,latitude,longitude,h_itrf_corrected,h_gps_raw,h_ned_ortho,N_geoid,iono_residual,outlier
TAx4,3716,38.933,-112.610,1417.400,1422.830,1437.200,-19.960,5.430,0
TAx4,3717,39.421,-112.927,1456.980,1465.820,1476.480,-19.660,8.840,1
TAx4,3809,38.949,-112.780,1437.090,1442.760,1457.070,-20.140,5.670,0
TAx4,3810,38.949,-112.754,1427.560,1432.280,1447.560,-20.160,4.720,0
TAx4,3811,38.950,-112.731,1404.400,1408.240,1424.400,-20.160,3.840,0
TAx4,3812,38.950,-112.706,1404.530,1408.890,1424.510,-20.140,4.360,0
TAx4,3813,38.950,-112.682,1408.670,1414.070,1428.630,-20.120,5.400,0
TAx4,3814,38.951,-112.658,1405.290,1410.160,1425.210,-20.080,4.870,0
TAx4,3815,38.951,-112.634,1408.870,1414.200,1428.740,-20.030,5.330,0
TAx4,3816,38.951,-112.611,1408.650,1414.880,1428.460,-19.970,6.230,0
TAx4,3817,38.952,-112.586,1405.390,1410.550,1425.130,-19.900,5.160,0
TAx4,3908,38.967,-112.802,1424.320,1430.030,1444.270,-20.110,5.710,0
TAx4,3909,38.968,-112.778,1413.350,1419.020,1433.320,-20.130,5.670,0
TAx4,3910,38.967,-112.755,1399.300,1406.380,1419.280,-20.140,7.080,0
TAx4,3911,38.969,-112.730,1403.090,1406.510,1423.080,-20.150,3.420,0
TAx4,3912,38.969,-112.706,1399.740,1404.620,1419.710,-20.130,4.880,0
TAx4,3913,38.969,-112.682,1405.050,1409.450,1425.000,-20.110,4.400,0
TAx4,3914,38.970,-112.659,1401.960,1408.130,1421.870,-20.070,6.170,0
TAx4,3915,38.970,-112.634,1404.650,1407.990,1424.510,-20.020,3.340,0
TAx4,3917,38.971,-112.586,1398.360,1403.200,1418.100,-19.900,4.840,0
TAx4,3918,38.970,-112.563,1404.790,1411.260,1424.450,-19.820,6.470,0
TAx4,4009,38.987,-112.779,1410.560,1415.880,1430.520,-20.120,5.320,0
TAx4,4010,38.987,-112.755,1398.900,1402.850,1418.870,-20.130,3.950,0
TAx4,4011,38.987,-112.731,1398.440,1402.350,1418.410,-20.130,3.910,0
TAx4,4012,38.988,-112.707,1398.450,1403.430,1418.410,-20.120,4.980,0
TAx4,4013,38.988,-112.683,1396.450,1403.390,1416.380,-20.090,6.940,0
TAx4,4014,38.988,-112.659,1398.510,1403.500,1418.410,-20.060,4.990,0
TAx4,4015,38.989,-112.635,1405.470,1409.530,1425.330,-20.020,4.060,0
TAx4,4016,38.989,-112.611,1398.590,1401.960,1418.400,-19.970,3.370,0
TAx4,4017,38.989,-112.587,1404.640,1412.000,1424.380,-19.900,7.360,0
TAx4,4018,38.990,-112.563,1400.830,1406.500,1420.490,-19.820,5.670,0
TAx4,4107,39.005,-112.827,1442.720,1449.120,1462.620,-20.060,6.400,0
TAx4,4108,39.005,-112.803,1415.380,1421.180,1435.300,-20.080,5.800,0
TAx4,4109,39.005,-112.779,1399.650,1405.530,1419.590,-20.100,5.880,0
TAx4,4110,39.006,-112.756,1397.440,1405.420,1417.390,-20.110,7.980,1
TAx4,4111,39.006,-112.731,1396.740,1401.720,1416.690,-20.110,4.980,0
TAx4,4112,39.006,-112.707,1395.360,1401.220,1415.300,-20.100,5.860,0
TAx4,4114,39.007,-112.659,1397.180,1402.930,1417.070,-20.050,5.750,0
TAx4,4115,39.007,-112.635,1394.200,1398.390,1414.050,-20.010,4.190,0
TAx4,4116,39.008,-112.611,1401.870,1408.090,1421.670,-19.960,6.220,0
TAx4,4117,39.008,-112.588,1407.860,1414.150,1427.600,-19.900,6.290,0
TAx4,4118,39.008,-112.564,1401.910,1409.060,1421.570,-19.820,7.150,0
TAx4,4207,39.314,-112.912,1372.060,1377.100,1391.800,-19.900,5.040,0
TAx4,4208,39.024,-112.804,1412.210,1418.430,1432.110,-20.060,6.220,0
TAx4,4209,39.024,-112.780,1396.920,1401.260,1416.840,-20.080,4.340,0
TAx4,4210,39.024,-112.756,1390.560,1396.560,1410.490,-20.090,6.000,0
TAx4,4211,39.025,-112.732,1392.370,1398.010,1412.310,-20.100,5.640,0
TAx4,4212,39.025,-112.708,1393.370,1398.630,1413.300,-20.090,5.260,0
TAx4,4213,39.025,-112.684,1392.370,1397.740,1412.280,-20.070,5.370,0
TAx4,4214,39.023,-112.660,1389.230,1394.740,1409.110,-20.040,5.510,0
TAx4,4215,39.026,-112.636,1389.420,1395.080,1409.270,-20.010,5.660,0
TAx4,4216,39.026,-112.612,1395.600,1401.560,1415.400,-19.960,5.960,0
TAx4,4217,39.027,-112.588,1404.220,1408.680,1423.950,-19.890,4.460,0
TAx4,4218,39.027,-112.564,1401.860,1407.060,1421.510,-19.810,5.200,0
TAx4,4219,39.027,-112.540,1405.920,1411.210,1425.480,-19.720,5.290,0
TAx4,4308,39.042,-112.804,1404.520,1410.270,1424.400,-20.040,5.750,0
TAx4,4309,39.043,-112.780,1389.570,1395.430,1409.480,-20.070,5.860,0
TAx4,4310,39.043,-112.756,1387.830,1393.030,1407.750,-20.080,5.200,0
TAx4,4311,39.043,-112.732,1390.080,1395.840,1410.000,-20.080,5.760,0
TAx4,4312,39.044,-112.708,1390.880,1396.710,1410.800,-20.080,5.830,0
TAx4,4313,39.044,-112.684,1390.770,1395.680,1410.670,-20.060,4.910,0
TAx4,4314,39.045,-112.660,1387.360,1392.090,1407.240,-20.040,4.730,0
TAx4,4315,39.045,-112.636,1387.780,1392.750,1407.620,-20.000,4.970,0
TAx4,4317,39.045,-112.588,1404.800,1410.740,1424.520,-19.880,5.940,0
TAx4,4318,39.046,-112.564,1414.070,1418.990,1433.710,-19.800,4.920,0
TAx4,4319,39.046,-112.540,1422.960,1427.570,1442.500,-19.700,4.610,0
TAx4,4408,39.061,-112.805,1383.740,1388.270,1403.610,-20.030,4.530,0
TAx4,4409,39.062,-112.781,1383.000,1388.190,1402.890,-20.050,5.190,0
TAx4,4410,39.062,-112.757,1384.470,1389.500,1404.380,-20.070,5.030,0
TAx4,4411,39.062,-112.733,1382.980,1388.010,1402.900,-20.080,5.030,0
TAx4,4412,39.063,-112.709,1385.440,1390.080,1405.350,-20.070,4.640,0
TAx4,4413,39.063,-112.684,1384.460,1388.480,1404.350,-20.050,4.020,0
TAx4,4414,39.063,-112.661,1383.850,1389.030,1403.720,-20.030,5.180,0
TAx4,4415,39.064,-112.637,1390.970,1398.460,1410.800,-19.990,7.490,0
TAx4,4416,39.065,-112.613,1393.690,1400.170,1413.470,-19.940,6.480,0
TAx4,4417,39.064,-112.588,1401.800,1406.660,1421.510,-19.870,4.860,0
TAx4,4418,39.065,-112.564,1417.740,1423.390,1437.360,-19.780,5.650,0
TAx4,4419,39.065,-112.540,1441.600,1446.420,1461.120,-19.680,4.820,0
TAx4,4508,39.080,-112.805,1379.730,1384.560,1399.600,-20.030,4.830,0
TAx4,4509,39.080,-112.781,1379.100,1385.420,1398.990,-20.050,6.320,0
TAx4,4510,39.081,-112.758,1381.210,1385.060,1401.110,-20.060,3.850,0
TAx4,4511,39.081,-112.733,1381.090,1385.770,1401.000,-20.070,4.680,0
TAx4,4512,39.081,-112.709,1383.490,1388.210,1403.390,-20.060,4.720,0
TAx4,4513,39.082,-112.685,1380.000,1383.670,1399.890,-20.050,3.670,0
TAx4,4514,39.083,-112.662,1382.060,1386.640,1401.920,-20.020,4.580,0
TAx4,4515,39.082,-112.637,1381.370,1385.560,1401.190,-19.980,4.190,0
TAx4,4516,39.083,-112.611,1381.840,1386.820,1401.610,-19.930,4.980,0
TAx4,4517,39.083,-112.589,1395.710,1401.010,1415.410,-19.860,5.300,0
TAx4,4518,39.083,-112.565,1420.760,1426.730,1440.370,-19.770,5.970,0
TAx4,4519,39.084,-112.540,1458.460,1465.420,1477.960,-19.660,6.960,0
TAx4,4609,39.099,-112.782,1377.120,1381.770,1397.000,-20.040,4.650,0
TAx4,4610,39.099,-112.754,1379.270,1385.210,1399.170,-20.060,5.940,0
TAx4,4611,39.100,-112.734,1380.370,1385.260,1400.270,-20.060,4.890,0
TAx4,4612,39.100,-112.709,1380.300,1386.220,1400.200,-20.060,5.920,0
TAx4,4613,39.100,-112.686,1375.520,1380.380,1395.400,-20.040,4.860,0
TAx4,4614,39.100,-112.662,1379.250,1384.890,1399.100,-20.010,5.640,0
TAx4,4615,39.101,-112.637,1383.900,1388.930,1403.710,-19.970,5.030,0
TAx4,4616,39.104,-112.611,1382.600,1387.840,1402.350,-19.910,5.240,0
TAx4,4617,39.102,-112.590,1403.200,1408.420,1422.880,-19.840,5.220,0
TAx4,4618,39.102,-112.566,1418.100,1423.320,1437.690,-19.750,5.220,0
TAx4,4710,39.118,-112.758,1376.570,1382.140,1396.460,-20.050,5.570,0
TAx4,4711,39.118,-112.734,1377.800,1382.630,1397.700,-20.060,4.830,0
TAx4,4712,39.119,-112.710,1377.610,1382.540,1397.500,-20.050,4.930,0
TAx4,4713,39.119,-112.686,1373.430,1377.400,1393.300,-20.030,3.970,0
TAx4,4714,39.120,-112.662,1376.970,1379.630,1396.810,-20.000,2.660,1
TAx4,4716,39.120,-112.614,1378.790,1383.830,1398.530,-19.900,5.040,0
TAx4,4717,39.120,-112.590,1407.800,1412.970,1427.460,-19.820,5.170,0
TAx4,4811,39.137,-112.735,1375.410,1379.620,1395.300,-20.050,4.210,0
TAx4,4812,39.137,-112.711,1376.200,1380.340,1396.080,-20.040,4.140,0
TAx4,4813,39.138,-112.686,1372.640,1376.460,1392.500,-20.020,3.820,0
TAx4,4814,39.138,-112.662,1374.770,1378.410,1394.600,-19.990,3.640,0
TAx4,4815,39.138,-112.630,1377.140,1381.000,1396.900,-19.920,3.860,0
TAx4,6407,39.473,-112.840,1382.230,1384.000,1401.640,-19.570,1.770,1
TAx4,6408,39.473,-112.815,1374.490,1379.540,1393.900,-19.570,5.050,0
TAx4,6409,39.474,-112.791,1371.830,1376.650,1391.230,-19.560,4.820,0
TAx4,6506,39.491,-112.864,1388.660,1393.720,1408.040,-19.540,5.060,0
TAx4,6507,39.492,-112.840,1381.920,1384.070,1401.300,-19.540,2.150,1
TAx4,6508,39.492,-112.816,1376.220,1380.740,1395.590,-19.530,4.520,0
TAx4,6509,39.492,-112.792,1371.840,1376.920,1391.200,-19.520,5.080,0
TAx4,6510,39.493,-112.768,1371.630,1375.810,1390.990,-19.520,4.180,0
TAx4,6511,39.493,-112.744,1373.160,1377.940,1392.510,-19.510,4.780,0
TAx4,6605,39.510,-112.889,1402.560,1408.040,1421.900,-19.500,5.480,0
TAx4,6606,39.510,-112.865,1381.870,1386.300,1401.210,-19.500,4.430,0
TAx4,6607,39.510,-112.841,1379.560,1384.700,1398.900,-19.500,5.140,0
TAx4,6608,39.511,-112.816,1377.660,1382.540,1396.990,-19.490,4.880,0
TAx4,6609,39.511,-112.792,1373.990,1379.300,1393.310,-19.480,5.310,0
TAx4,6610,39.512,-112.768,1371.490,1376.280,1390.800,-19.470,4.790,0
TAx4,6611,39.512,-112.743,1371.680,1377.110,1390.990,-19.470,5.430,0
TAx4,6612,39.514,-112.720,1373.200,1377.500,1392.490,-19.450,4.300,0
TAx4,6704,39.527,-112.913,1413.450,1418.150,1432.750,-19.460,4.700,0
TAx4,6705,39.528,-112.889,1393.190,1397.780,1412.490,-19.460,4.590,0
TAx4,6706,39.529,-112.865,1382.880,1387.460,1402.190,-19.470,4.580,0
TAx4,6707,39.529,-112.841,1382.400,1386.870,1401.700,-19.460,4.470,0
TAx4,6708,39.529,-112.817,1379.590,1384.140,1398.880,-19.450,4.550,0
TAx4,6709,39.530,-112.793,1376.830,1381.140,1396.100,-19.430,4.310,0
TAx4,6710,39.530,-112.768,1372.990,1376.460,1392.260,-19.430,3.470,0
TAx4,6711,39.531,-112.744,1371.720,1375.680,1390.980,-19.420,3.960,0
TAx4,6712,39.531,-112.720,1371.750,1376.570,1390.990,-19.400,4.820,0
TAx4,6713,39.531,-112.698,1374.760,1379.450,1393.980,-19.380,4.690,0
TAx4,6803,39.546,-112.938,1457.200,1460.090,1476.450,-19.410,2.890,1
TAx4,6804,39.547,-112.914,1408.480,1413.280,1427.750,-19.430,4.800,0
TAx4,6805,39.547,-112.890,1389.810,1394.850,1409.090,-19.440,5.040,0
TAx4,6806,39.547,-112.866,1388.160,1393.400,1407.430,-19.430,5.240,0
TAx4,6807,39.548,-112.842,1385.030,1389.020,1404.290,-19.420,3.990,0
TAx4,6808,39.548,-112.817,1385.440,1390.430,1404.690,-19.410,4.990,0
TAx4,6809,39.549,-112.793,1380.430,1384.900,1399.660,-19.390,4.470,0
TAx4,6810,39.549,-112.769,1374.430,1378.610,1393.650,-19.380,4.180,0
TAx4,6811,39.549,-112.745,1373.290,1377.910,1392.490,-19.360,4.620,0
TAx4,6812,39.550,-112.721,1371.730,1376.670,1390.910,-19.340,4.940,0
TAx4,6813,39.550,-112.697,1376.390,1381.990,1395.540,-19.310,5.600,0
TAx4,6814,39.550,-112.672,1377.660,1383.040,1396.780,-19.280,5.380,0
TAx4,6903,39.567,-112.932,1433.060,1436.050,1452.290,-19.390,2.990,1
TAx4,6904,39.565,-112.915,1418.560,1422.720,1437.810,-19.410,4.160,0
TAx4,6905,39.566,-112.890,1399.800,1405.070,1419.050,-19.410,5.270,0
TAx4,6906,39.566,-112.866,1400.230,1404.780,1419.470,-19.400,4.550,0
TAx4,6907,39.567,-112.842,1395.810,1400.370,1415.040,-19.390,4.560,0
TAx4,6908,39.567,-112.818,1423.710,1429.870,1442.910,-19.360,6.160,0
TAx4,6909,39.567,-112.794,1440.620,1445.190,1459.800,-19.340,4.570,0
TAx4,6910,39.568,-112.769,1381.900,1386.800,1401.060,-19.320,4.900,0
TAx4,6911,39.568,-112.745,1373.250,1377.580,1392.390,-19.300,4.330,0
TAx4,6912,39.568,-112.721,1373.170,1377.870,1392.290,-19.280,4.700,0
TAx4,6913,39.566,-112.697,1377.370,1381.220,1396.470,-19.260,3.850,0
TAx4,6914,39.569,-112.671,1375.850,1380.520,1394.910,-19.220,4.670,0
TAx4,7003,39.584,-112.939,1453.330,1459.310,1472.540,-19.370,5.980,0
TAx4,7004,39.584,-112.915,1430.750,1435.440,1449.980,-19.390,4.690,0
TAx4,7005,39.584,-112.891,1420.220,1425.390,1439.450,-19.390,5.170,0
TAx4,7006,39.585,-112.867,1410.390,1415.230,1429.610,-19.380,4.840,0
TAx4,7007,39.585,-112.843,1435.210,1440.550,1454.410,-19.360,5.340,0
TAx4,7008,39.586,-112.818,1453.460,1458.200,1472.620,-19.320,4.740,0
TAx4,7009,39.586,-112.794,1485.400,1491.240,1504.530,-19.290,5.840,0
TAx4,7010,39.586,-112.770,1442.580,1446.170,1461.680,-19.260,3.590,0
TAx4,7011,39.587,-112.744,1402.540,1409.010,1421.620,-19.240,6.470,0
TAx4,7012,39.587,-112.721,1374.430,1379.740,1393.490,-19.220,5.310,0
TAx4,7013,39.587,-112.702,1376.540,1380.820,1395.590,-19.210,4.280,0
TAx4,7014,39.588,-112.673,1379.370,1384.200,1398.380,-19.170,4.830,0
TAx4,7103,39.602,-112.940,1467.040,1471.500,1486.240,-19.360,4.460,0
TAx4,7104,39.603,-112.916,1441.410,1445.420,1460.620,-19.370,4.010,0
TAx4,7105,39.603,-112.891,1428.860,1432.920,1448.070,-19.370,4.060,0
TAx4,7106,39.604,-112.867,1421.700,1426.370,1440.890,-19.350,4.670,0
TAx4,7107,39.604,-112.844,1436.020,1442.360,1455.190,-19.330,6.340,0
TAx4,7108,39.604,-112.819,1486.480,1493.070,1505.600,-19.280,6.590,0
TAx4,7109,39.605,-112.795,1542.980,1547.330,1562.070,-19.250,4.350,0
TAx4,7110,39.605,-112.770,1508.070,1510.960,1527.130,-19.220,2.890,1
TAx4,7111,39.606,-112.746,1437.900,1443.880,1456.940,-19.200,5.980,0
TAx4,7112,39.602,-112.717,1376.510,1381.070,1395.530,-19.180,4.560,0
TAx4,7113,39.608,-112.698,1378.450,1383.300,1397.430,-19.140,4.850,0
TAx4,7114,39.607,-112.674,1378.120,1383.390,1397.080,-19.120,5.270,0
TAx4,7203,39.621,-112.940,1464.410,1469.310,1483.600,-19.350,4.900,0
TAx4,7204,39.622,-112.916,1446.130,1451.710,1465.320,-19.350,5.580,0
TAx4,7205,39.623,-112.892,1437.730,1442.510,1456.910,-19.340,4.780,0
TAx4,7206,39.622,-112.868,1431.420,1435.460,1450.590,-19.330,4.040,0
TAx4,7207,39.624,-112.843,1457.400,1463.050,1476.540,-19.300,5.650,0
TAx4,7208,39.624,-112.820,1500.210,1503.830,1519.310,-19.260,3.620,0
TAx4,7209,39.623,-112.795,1509.990,1513.560,1529.050,-19.220,3.570,0
TAx4,7210,39.624,-112.771,1496.550,1500.450,1515.570,-19.180,3.900,0
TAx4,7211,39.624,-112.747,1446.520,1451.930,1465.520,-19.160,5.410,0
TAx4,7212,39.644,-112.723,1378.140,1384.510,1397.080,-19.100,6.370,0
TAx4,7213,39.625,-112.698,1378.680,1383.120,1397.630,-19.110,4.440,0
TAx4,7214,39.625,-112.674,1379.580,1384.200,1398.490,-19.070,4.620,0
TAx4,7304,39.640,-112.916,1459.840,1463.580,1479.000,-19.320,3.740,0
TAx4,7305,39.641,-112.893,1449.100,1452.870,1468.250,-19.310,3.770,0
TAx4,7306,39.641,-112.868,1446.230,1452.370,1465.370,-19.300,6.140,0
TAx4,7307,39.642,-112.844,1444.470,1449.450,1463.590,-19.280,4.980,0
TAx4,7308,39.643,-112.819,1454.770,1460.620,1473.850,-19.240,5.850,0
TAx4,7309,39.642,-112.796,1457.450,1461.850,1476.490,-19.200,4.400,0
TAx4,7310,39.643,-112.771,1469.090,1472.290,1488.090,-19.160,3.200,1
TAx4,7311,39.642,-112.746,1439.460,1445.080,1458.430,-19.130,5.620,0
TAx4,7313,39.644,-112.699,1378.980,1384.420,1397.890,-19.070,5.440,0
TAx4,7404,39.659,-112.917,1490.320,1494.420,1509.450,-19.290,4.100,0
TAx4,7405,39.659,-112.893,1461.440,1466.220,1480.560,-19.280,4.780,0
TAx4,7406,39.660,-112.869,1453.640,1457.760,1472.750,-19.270,4.120,0
TAx4,7407,39.660,-112.845,1445.590,1450.060,1464.680,-19.250,4.470,0
TAx4,7408,39.661,-112.820,1436.850,1440.240,1455.910,-19.220,3.390,0
TAx4,7409,39.661,-112.796,1439.180,1442.400,1458.200,-19.180,3.220,1
TAx4,7411,39.661,-112.747,1392.990,1398.640,1411.940,-19.110,5.650,0
TAx4,7412,39.662,-112.723,1380.930,1386.000,1399.850,-19.080,5.070,0
TAx4,7413,39.662,-112.699,1381.400,1386.560,1400.280,-19.040,5.160,0
TAx4,7504,39.678,-112.918,1512.400,1515.590,1531.480,-19.240,3.190,1
TAx4,7505,39.678,-112.893,1481.910,1486.540,1500.990,-19.240,4.630,0
TAx4,7506,39.679,-112.869,1472.500,1477.090,1491.580,-19.240,4.590,0
TAx4,7507,39.679,-112.845,1462.390,1466.980,1481.450,-19.220,4.590,0
TAx4,7508,39.679,-112.821,1439.180,1444.930,1458.220,-19.200,5.750,0
TAx4,7509,39.679,-112.797,1428.870,1434.110,1447.880,-19.170,5.240,0
TAx4,7510,39.680,-112.772,1407.090,1410.900,1426.050,-19.120,3.810,0
TAx4,7511,39.681,-112.748,1391.290,1397.260,1410.220,-19.090,5.970,0
TAx4,7512,39.681,-112.724,1382.780,1388.810,1401.670,-19.050,6.030,0
TAx4,7605,39.697,-112.894,1514.560,1518.450,1533.590,-19.190,3.890,0
TAx4,7606,39.698,-112.870,1502.370,1507.690,1521.400,-19.190,5.320,0
TAx4,7607,39.698,-112.846,1486.980,1491.390,1506.000,-19.180,4.410,0
TAx4,7608,39.698,-112.821,1473.900,1478.610,1492.900,-19.160,4.710,0
TAx4,7609,39.698,-112.797,1430.870,1435.030,1449.840,-19.130,4.160,0
TAx4,7610,39.699,-112.773,1400.000,1404.040,1418.940,-19.100,4.040,0
TAx4,7611,39.699,-112.749,1385.390,1389.950,1404.300,-19.070,4.560,0
TAx4,7706,39.713,-112.866,1530.550,1534.290,1549.530,-19.140,3.740,0
TAx4,7707,39.717,-112.846,1522.640,1527.320,1541.600,-19.120,4.680,0
TAx4,7708,39.717,-112.822,1496.400,1501.590,1515.350,-19.110,5.190,0
TAx4,7709,39.717,-112.797,1448.970,1455.660,1467.900,-19.090,6.690,0
TAx4,7710,39.718,-112.773,1407.810,1415.130,1426.710,-19.060,7.320,0
TAx4,7808,39.731,-112.820,1538.260,1543.040,1557.160,-19.060,4.780,0
TAx4,7809,39.736,-112.798,1511.320,1517.150,1530.190,-19.030,5.830,0
